season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,TOD,Rush,Wind,Hum,prev_count
4,0,2,13,0,0,0,1,0.38,0.3939,0.29,0.3582,154,Afternoon,Not Rush,High,Low,152.0
4,0,2,14,0,0,0,2,0.4,0.4091,0.3,0.4179,161,Afternoon,Not Rush,High,High,154.0
4,0,2,15,0,0,0,2,0.4,0.4091,0.3,0.2985,162,Afternoon,Not Rush,High,High,161.0
4,0,2,16,0,0,0,2,0.42,0.4242,0.28,0.3284,134,Afternoon,Not Rush,High,Low,162.0
4,0,2,17,0,0,0,1,0.42,0.4242,0.28,0.3284,125,Evening,Rush,High,Low,134.0
4,0,2,18,0,0,0,1,0.4,0.4091,0.32,0.2985,95,Evening,Rush,High,Medium,125.0
4,0,2,19,0,0,0,1,0.4,0.4091,0.35,0.2836,61,Evening,Not Rush,High,Medium,95.0
4,0,2,20,0,0,0,1,0.4,0.4091,0.35,0.3284,47,Evening,Not Rush,High,Medium,61.0
4,0,2,21,0,0,0,1,0.4,0.4091,0.35,0.3582,51,Night,Not Rush,High,Medium,47.0
4,0,2,22,0,0,0,1,0.4,0.4091,0.35,0.2985,36,Night,Not Rush,High,Medium,51.0
4,0,2,23,0,0,0,1,0.4,0.4091,0.35,0.3582,30,Night,Not Rush,High,Medium,36.0
4,0,2,0,0,1,1,1,0.38,0.3939,0.37,0.3582,11,Night,Not Rush,High,Medium,30.0
4,0,2,1,0,1,1,1,0.38,0.3939,0.37,0.3582,7,Night,Not Rush,High,Medium,11.0
4,0,2,2,0,1,1,1,0.36,0.3333,0.4,0.2985,2,Night,Not Rush,High,Medium,7.0
4,0,2,3,0,1,1,1,0.34,0.3182,0.46,0.2239,2,Night,Not Rush,High,Medium,2.0
4,0,2,4,0,1,1,1,0.32,0.303,0.53,0.2836,2,Night,Not Rush,High,Medium,2.0
4,0,2,5,0,1,1,1,0.32,0.303,0.53,0.2836,3,Night,Not Rush,High,Medium,2.0
4,0,2,6,0,1,1,1,0.34,0.303,0.46,0.2985,26,Morning,Not Rush,High,Medium,3.0
4,0,2,7,0,1,1,1,0.34,0.303,0.46,0.2985,98,Morning,Rush,High,Medium,26.0
4,0,2,8,0,1,1,1,0.38,0.3939,0.4,0.4627,256,Morning,Rush,High,Medium,98.0
4,0,2,9,0,1,1,1,0.4,0.4091,0.37,0.3881,130,Morning,Not Rush,High,Medium,256.0
4,0,2,10,0,1,1,1,0.44,0.4394,0.33,0.2239,55,Morning,Not Rush,High,Medium,130.0
4,0,2,11,0,1,1,1,0.52,0.5,0.23,0.2537,53,Morning,Not Rush,High,Low,55.0
4,0,2,12,0,1,1,1,0.56,0.5303,0.22,0.4478,126,Afternoon,Not Rush,High,Low,53.0
4,0,2,13,0,1,1,1,0.58,0.5455,0.19,0.3881,120,Afternoon,Not Rush,High,Low,126.0
4,0,2,14,0,1,1,1,0.6,0.5909,0.15,0.4925,90,Afternoon,Not Rush,High,Low,120.0
4,0,2,15,0,1,1,1,0.56,0.5303,0.21,0.6567,90,Afternoon,Not Rush,High,Low,90.0
4,0,2,16,0,1,1,1,0.52,0.5,0.27,0.4627,118,Afternoon,Not Rush,High,Low,90.0
4,0,2,17,0,1,1,1,0.46,0.4545,0.33,0.6119,243,Evening,Rush,High,Medium,118.0
4,0,2,18,0,1,1,1,0.4,0.4091,0.4,0.6119,205,Evening,Rush,High,Medium,243.0
4,0,2,19,0,1,1,1,0.38,0.3939,0.43,0.4925,98,Evening,Not Rush,High,Medium,205.0
4,0,2,20,0,1,1,1,0.36,0.3182,0.46,0.4627,70,Evening,Not Rush,High,Medium,98.0
4,0,2,21,0,1,1,1,0.36,0.3182,0.5,0.5224,43,Night,Not Rush,High,Medium,70.0
4,0,2,22,0,1,1,1,0.34,0.2879,0.46,0.6567,45,Night,Not Rush,High,Medium,43.0
4,0,2,23,0,1,1,1,0.32,0.2879,0.49,0.4925,20,Night,Not Rush,High,Medium,45.0
4,0,2,0,0,2,1,1,0.3,0.2727,0.49,0.4179,19,Night,Not Rush,High,Medium,20.0
4,0,2,1,0,2,1,1,0.3,0.2424,0.42,0.7761,5,Night,Not Rush,High,Medium,19.0
4,0,2,2,0,2,1,1,0.28,0.2273,0.41,0.6866,3,Night,Not Rush,High,Medium,5.0
4,0,2,4,0,2,1,1,0.22,0.1818,0.37,0.5224,1,Night,Not Rush,High,Medium,3.0
4,0,2,5,0,2,1,1,0.22,0.1818,0.32,0.4627,4,Night,Not Rush,High,Medium,1.0
4,0,2,6,0,2,1,1,0.2,0.1818,0.32,0.3284,30,Morning,Not Rush,High,Medium,4.0
4,0,2,7,0,2,1,1,0.2,0.1818,0.32,0.3582,105,Morning,Rush,High,Medium,30.0
4,0,2,8,0,2,1,1,0.2,0.1818,0.32,0.3582,223,Morning,Rush,High,Medium,105.0
4,0,2,9,0,2,1,1,0.22,0.197,0.29,0.4478,110,Morning,Not Rush,High,Low,223.0
4,0,2,10,0,2,1,1,0.24,0.2121,0.27,0.2836,52,Morning,Not Rush,High,Low,110.0
4,0,2,11,0,2,1,1,0.26,0.2424,0.25,0.2537,57,Morning,Not Rush,High,Low,52.0
4,0,2,12,0,2,1,1,0.28,0.2727,0.24,0.2537,71,Afternoon,Not Rush,High,Low,57.0
4,0,2,13,0,2,1,1,0.32,0.303,0.21,0.2239,82,Afternoon,Not Rush,High,Low,71.0
4,0,2,14,0,2,1,1,0.34,0.3182,0.19,0.2239,79,Afternoon,Not Rush,High,Low,82.0
4,0,2,15,0,2,1,1,0.34,0.3333,0.19,0.1642,85,Afternoon,Not Rush,Medium,Low,79.0
4,0,2,16,0,2,1,1,0.34,0.3182,0.19,0.2537,98,Afternoon,Not Rush,High,Low,85.0
4,0,2,17,0,2,1,1,0.32,0.303,0.22,0.2239,206,Evening,Rush,High,Low,98.0
4,0,2,18,0,2,1,1,0.3,0.303,0.22,0.1343,212,Evening,Rush,Medium,Low,206.0
4,0,2,19,0,2,1,1,0.28,0.2879,0.26,0.1343,145,Evening,Not Rush,Medium,Low,212.0
4,0,2,20,0,2,1,1,0.26,0.2727,0.33,0.1045,101,Evening,Not Rush,Medium,Medium,145.0
4,0,2,21,0,2,1,1,0.24,0.2879,0.52,0.0,66,Night,Not Rush,Low,Medium,101.0
4,0,2,22,0,2,1,1,0.24,0.2879,0.44,0.0,41,Night,Not Rush,Low,Medium,66.0
4,0,2,23,0,2,1,2,0.22,0.2576,0.44,0.0896,20,Night,Not Rush,Low,Medium,41.0
4,0,2,0,0,3,1,1,0.22,0.2576,0.41,0.0896,15,Night,Not Rush,Low,Medium,20.0
4,0,2,1,0,3,1,1,0.2,0.2273,0.44,0.0896,9,Night,Not Rush,Low,Medium,15.0
4,0,2,3,0,3,1,2,0.2,0.197,0.47,0.194,1,Night,Not Rush,Medium,Medium,9.0
4,0,2,4,0,3,1,1,0.2,0.197,0.51,0.194,1,Night,Not Rush,Medium,Medium,1.0
4,0,2,5,0,3,1,1,0.2,0.197,0.47,0.194,5,Night,Not Rush,Medium,Medium,1.0
4,0,2,6,0,3,1,1,0.2,0.197,0.55,0.2239,33,Morning,Not Rush,High,Medium,5.0
4,0,2,7,0,3,1,2,0.2,0.197,0.55,0.2239,108,Morning,Rush,High,Medium,33.0
4,0,2,8,0,3,1,2,0.22,0.2273,0.55,0.1642,230,Morning,Rush,Medium,Medium,108.0
4,0,2,9,0,3,1,1,0.24,0.2121,0.52,0.2836,124,Morning,Not Rush,High,Medium,230.0
4,0,2,10,0,3,1,1,0.26,0.2273,0.41,0.3881,69,Morning,Not Rush,High,Medium,124.0
4,0,2,11,0,3,1,1,0.34,0.303,0.34,0.2985,66,Morning,Not Rush,High,Medium,69.0
4,0,2,12,0,3,1,1,0.38,0.3939,0.32,0.3284,86,Afternoon,Not Rush,High,Medium,66.0
4,0,2,13,0,3,1,1,0.42,0.4242,0.3,0.3582,93,Afternoon,Not Rush,High,High,86.0
4,0,2,14,0,3,1,1,0.46,0.4545,0.28,0.4179,82,Afternoon,Not Rush,High,Low,93.0
4,0,2,15,0,3,1,1,0.46,0.4545,0.28,0.4179,117,Afternoon,Not Rush,High,Low,82.0
4,0,2,16,0,3,1,1,0.46,0.4545,0.31,0.3881,122,Afternoon,Not Rush,High,Medium,117.0
4,0,2,17,0,3,1,1,0.46,0.4545,0.28,0.2836,255,Evening,Rush,High,Low,122.0
4,0,2,18,0,3,1,1,0.4,0.4091,0.4,0.2239,222,Evening,Rush,High,Medium,255.0
4,0,2,19,0,3,1,1,0.34,0.3182,0.53,0.2239,161,Evening,Not Rush,High,Medium,222.0
4,0,2,20,0,3,1,1,0.38,0.3939,0.43,0.194,118,Evening,Not Rush,Medium,Medium,161.0
4,0,2,21,0,3,1,1,0.36,0.3485,0.46,0.194,92,Night,Not Rush,Medium,Medium,118.0
4,0,2,22,0,3,1,1,0.34,0.3333,0.53,0.194,73,Night,Not Rush,Medium,Medium,92.0
4,0,2,23,0,3,1,1,0.38,0.3939,0.4,0.2239,33,Night,Not Rush,High,Medium,73.0
4,0,2,0,0,4,1,1,0.34,0.3333,0.53,0.194,17,Night,Not Rush,Medium,Medium,33.0
4,0,2,1,0,4,1,1,0.34,0.3182,0.53,0.2239,6,Night,Not Rush,High,Medium,17.0
4,0,2,2,0,4,1,2,0.34,0.3182,0.53,0.2239,6,Night,Not Rush,High,Medium,6.0
4,0,2,3,0,4,1,1,0.34,0.3333,0.53,0.194,4,Night,Not Rush,Medium,Medium,6.0
4,0,2,4,0,4,1,1,0.32,0.3182,0.57,0.194,4,Night,Not Rush,Medium,Medium,4.0
4,0,2,5,0,4,1,1,0.32,0.3333,0.66,0.0896,12,Night,Not Rush,Low,High,4.0
4,0,2,6,0,4,1,1,0.3,0.303,0.7,0.1343,47,Morning,Not Rush,Medium,High,12.0
4,0,2,7,0,4,1,1,0.32,0.3333,0.57,0.1045,126,Morning,Rush,Medium,Medium,47.0
4,0,2,8,0,4,1,1,0.32,0.3333,0.57,0.0896,285,Morning,Rush,Low,Medium,126.0
4,0,2,9,0,4,1,1,0.36,0.3485,0.57,0.194,179,Morning,Not Rush,Medium,Medium,285.0
4,0,2,10,0,4,1,1,0.38,0.3939,0.54,0.194,88,Morning,Not Rush,Medium,Medium,179.0
4,0,2,11,0,4,1,2,0.44,0.4394,0.44,0.2537,90,Morning,Not Rush,High,Medium,88.0
4,0,2,12,0,4,1,1,0.48,0.4697,0.41,0.2239,101,Afternoon,Not Rush,High,Medium,90.0
4,0,2,13,0,4,1,1,0.54,0.5152,0.34,0.2239,123,Afternoon,Not Rush,High,Medium,101.0
4,0,2,14,0,4,1,1,0.6,0.6212,0.31,0.2239,81,Afternoon,Not Rush,High,Medium,123.0
4,0,2,15,0,4,1,1,0.6,0.6061,0.28,0.2537,106,Afternoon,Not Rush,High,Low,81.0
4,0,2,16,0,4,1,2,0.56,0.5303,0.35,0.2985,146,Afternoon,Not Rush,High,Medium,106.0
4,0,2,17,0,4,1,2,0.58,0.5455,0.32,0.2985,274,Evening,Rush,High,Medium,146.0
4,0,2,18,0,4,1,2,0.54,0.5152,0.42,0.2836,222,Evening,Rush,High,Medium,274.0
4,0,2,19,0,4,1,1,0.48,0.4697,0.55,0.3284,175,Evening,Not Rush,High,Medium,222.0
4,0,2,20,0,4,1,1,0.48,0.4697,0.59,0.3284,139,Evening,Not Rush,High,Medium,175.0
4,0,2,21,0,4,1,1,0.52,0.5,0.55,0.3881,124,Night,Not Rush,High,Medium,139.0
4,0,2,22,0,4,1,1,0.5,0.4848,0.59,0.2836,76,Night,Not Rush,High,Medium,124.0
4,0,2,23,0,4,1,1,0.46,0.4545,0.67,0.2985,44,Night,Not Rush,High,High,76.0
4,0,2,0,0,5,1,1,0.44,0.4394,0.72,0.2836,32,Night,Not Rush,High,High,44.0
4,0,2,1,0,5,1,1,0.44,0.4394,0.72,0.2239,8,Night,Not Rush,High,High,32.0
4,0,2,2,0,5,1,1,0.44,0.4394,0.72,0.2836,7,Night,Not Rush,High,High,8.0
4,0,2,3,0,5,1,1,0.46,0.4545,0.67,0.2537,8,Night,Not Rush,High,High,7.0
4,0,2,4,0,5,1,1,0.46,0.4545,0.67,0.2537,1,Night,Not Rush,High,High,8.0
4,0,2,5,0,5,1,2,0.46,0.4545,0.67,0.1045,7,Night,Not Rush,Medium,High,1.0
4,0,2,6,0,5,1,2,0.44,0.4394,0.72,0.1642,50,Morning,Not Rush,Medium,High,7.0
4,0,2,7,0,5,1,2,0.42,0.4242,0.77,0.2239,116,Morning,Rush,High,High,50.0
4,0,2,8,0,5,1,2,0.42,0.4242,0.77,0.194,272,Morning,Rush,Medium,High,116.0
4,0,2,9,0,5,1,2,0.42,0.4242,0.77,0.194,169,Morning,Not Rush,Medium,High,272.0
4,0,2,10,0,5,1,2,0.44,0.4394,0.72,0.2239,95,Morning,Not Rush,High,High,169.0
4,0,2,11,0,5,1,1,0.44,0.4394,0.72,0.1642,113,Morning,Not Rush,Medium,High,95.0
4,0,2,12,0,5,1,1,0.5,0.4848,0.59,0.194,185,Afternoon,Not Rush,Medium,Medium,113.0
4,0,2,13,0,5,1,1,0.6,0.6212,0.43,0.194,176,Afternoon,Not Rush,Medium,Medium,185.0
4,0,2,14,0,5,1,1,0.66,0.6212,0.36,0.2985,191,Afternoon,Not Rush,High,Medium,176.0
4,0,2,15,0,5,1,1,0.66,0.6212,0.36,0.3284,172,Afternoon,Not Rush,High,Medium,191.0
4,0,2,16,0,5,1,1,0.66,0.6212,0.36,0.2836,232,Afternoon,Not Rush,High,Medium,172.0
4,0,2,17,0,5,1,1,0.66,0.6212,0.34,0.3582,327,Evening,Rush,High,Medium,232.0
4,0,2,18,0,5,1,1,0.64,0.6212,0.33,0.3284,224,Evening,Rush,High,Medium,327.0
4,0,2,19,0,5,1,1,0.62,0.6212,0.29,0.5821,162,Evening,Not Rush,High,Low,224.0
4,0,2,20,0,5,1,1,0.6,0.6212,0.31,0.194,124,Evening,Not Rush,Medium,Medium,162.0
4,0,2,21,0,5,1,1,0.58,0.5455,0.21,0.4925,72,Night,Not Rush,High,Low,124.0
4,0,2,22,0,5,1,1,0.54,0.5152,0.1,0.2537,107,Night,Not Rush,High,Low,72.0
4,0,2,23,0,5,1,1,0.52,0.5,0.08,0.2836,77,Night,Not Rush,High,Low,107.0
4,0,2,0,0,6,0,1,0.48,0.4697,0.12,0.4925,29,Night,Not Rush,High,Low,77.0
4,0,2,1,0,6,0,1,0.46,0.4545,0.14,0.4179,31,Night,Not Rush,High,Low,29.0
4,0,2,2,0,6,0,1,0.44,0.4394,0.13,0.3881,17,Night,Not Rush,High,Low,31.0
4,0,2,3,0,6,0,1,0.42,0.4242,0.14,0.2985,7,Night,Not Rush,High,Low,17.0
4,0,2,4,0,6,0,1,0.4,0.4091,0.15,0.3284,3,Night,Not Rush,High,Low,7.0
4,0,2,5,0,6,0,1,0.4,0.4091,0.15,0.3284,3,Night,Not Rush,High,Low,3.0
4,0,2,6,0,6,0,1,0.4,0.4091,0.17,0.4179,6,Morning,Not Rush,High,Low,3.0
4,0,2,7,0,6,0,1,0.38,0.3939,0.17,0.5224,22,Morning,Rush,High,Low,6.0
4,0,2,8,0,6,0,1,0.38,0.3939,0.17,0.5821,45,Morning,Rush,High,Low,22.0
4,0,2,9,0,6,0,1,0.4,0.4091,0.16,0.6567,55,Morning,Not Rush,High,Low,45.0
4,0,2,10,0,6,0,1,0.42,0.4242,0.16,0.5821,106,Morning,Not Rush,High,Low,55.0
4,0,2,11,0,6,0,1,0.44,0.4394,0.16,0.5821,123,Morning,Not Rush,High,Low,106.0
4,0,2,12,0,6,0,1,0.44,0.4394,0.18,0.4925,119,Afternoon,Not Rush,High,Low,123.0
4,0,2,13,0,6,0,1,0.44,0.4394,0.16,0.6119,155,Afternoon,Not Rush,High,Low,119.0
4,0,2,14,0,6,0,1,0.46,0.4545,0.15,0.6567,196,Afternoon,Not Rush,High,Low,155.0
4,0,2,15,0,6,0,1,0.44,0.4394,0.16,0.7463,171,Afternoon,Not Rush,High,Low,196.0
4,0,2,16,0,6,0,1,0.44,0.4394,0.16,0.6418,120,Afternoon,Not Rush,High,Low,171.0
4,0,2,17,0,6,0,1,0.42,0.4242,0.19,0.6119,127,Evening,Rush,High,Low,120.0
4,0,2,18,0,6,0,1,0.36,0.3182,0.25,0.4478,88,Evening,Rush,High,Low,127.0
4,0,2,19,0,6,0,1,0.34,0.303,0.29,0.3582,59,Evening,Not Rush,High,Low,88.0
4,0,2,20,0,6,0,1,0.32,0.2879,0.28,0.5224,47,Evening,Not Rush,High,Low,59.0
4,0,2,21,0,6,0,1,0.32,0.2727,0.26,0.5522,33,Night,Not Rush,High,Low,47.0
4,0,2,22,0,6,0,1,0.3,0.2576,0.28,0.4925,44,Night,Not Rush,High,Low,33.0
4,0,2,23,0,6,0,1,0.28,0.2424,0.33,0.4478,29,Night,Not Rush,High,Medium,44.0
4,0,2,0,0,0,0,1,0.26,0.2121,0.35,0.4478,17,Night,Not Rush,High,Medium,29.0
4,0,2,1,0,0,0,1,0.24,0.197,0.41,0.4627,16,Night,Not Rush,High,Medium,17.0
4,0,2,2,0,0,0,1,0.24,0.197,0.41,0.5522,17,Night,Not Rush,High,Medium,16.0
4,0,2,3,0,0,0,1,0.22,0.1818,0.44,0.5522,18,Night,Not Rush,High,Medium,17.0
4,0,2,4,0,0,0,1,0.22,0.1818,0.44,0.5522,1,Night,Not Rush,High,Medium,18.0
4,0,2,6,0,0,0,1,0.2,0.1818,0.47,0.2985,2,Morning,Not Rush,High,Medium,1.0
4,0,2,7,0,0,0,1,0.18,0.1667,0.51,0.2537,2,Morning,Rush,High,Medium,2.0
4,0,2,8,0,0,0,1,0.2,0.2273,0.51,0.1045,24,Morning,Rush,Medium,Medium,2.0
4,0,2,9,0,0,0,1,0.22,0.2121,0.47,0.2836,55,Morning,Not Rush,High,Medium,24.0
4,0,2,10,0,0,0,2,0.26,0.2576,0.41,0.194,104,Morning,Not Rush,Medium,Medium,55.0
4,0,2,11,0,0,0,2,0.3,0.303,0.33,0.1642,161,Morning,Not Rush,Medium,Medium,104.0
4,0,2,12,0,0,0,1,0.3,0.3182,0.33,0.1045,182,Afternoon,Not Rush,Medium,Medium,161.0
4,0,2,13,0,0,0,1,0.34,0.3333,0.29,0.0,198,Afternoon,Not Rush,Low,Low,182.0
4,0,2,14,0,0,0,1,0.36,0.3485,0.27,0.1642,212,Afternoon,Not Rush,Medium,Low,198.0
4,0,2,15,0,0,0,1,0.36,0.3636,0.27,0.0896,168,Afternoon,Not Rush,Low,Low,212.0
4,0,2,16,0,0,0,1,0.36,0.3636,0.29,0.0896,147,Afternoon,Not Rush,Low,Low,168.0
4,0,2,17,0,0,0,1,0.34,0.3485,0.33,0.1642,146,Evening,Rush,Medium,Medium,147.0
4,0,2,18,0,0,0,2,0.34,0.3333,0.36,0.1343,101,Evening,Rush,Medium,Medium,146.0
4,0,2,19,0,0,0,2,0.34,0.3333,0.36,0.1343,42,Evening,Not Rush,Medium,Medium,101.0
4,0,2,20,0,0,0,2,0.34,0.3636,0.42,0.0,42,Evening,Not Rush,Low,Medium,42.0
4,0,2,21,0,0,0,2,0.32,0.3485,0.53,0.0,56,Night,Not Rush,Low,Medium,42.0
4,0,2,22,0,0,0,2,0.32,0.303,0.57,0.2239,47,Night,Not Rush,High,Medium,56.0
4,0,2,23,0,0,0,2,0.3,0.303,0.61,0.1642,54,Night,Not Rush,Medium,High,47.0
4,0,2,0,1,1,0,2,0.34,0.303,0.42,0.3284,37,Night,Not Rush,High,Medium,54.0
4,0,2,1,1,1,0,2,0.34,0.303,0.42,0.3284,13,Night,Not Rush,High,Medium,37.0
4,0,2,2,1,1,0,2,0.34,0.303,0.42,0.3284,4,Night,Not Rush,High,Medium,13.0
4,0,2,3,1,1,0,2,0.34,0.303,0.42,0.2985,5,Night,Not Rush,High,Medium,4.0
4,0,2,4,1,1,0,1,0.32,0.3182,0.45,0.1642,1,Night,Not Rush,Medium,Medium,5.0
4,0,2,5,1,1,0,2,0.34,0.3636,0.36,0.0,3,Night,Not Rush,Low,Medium,1.0
4,0,2,6,1,1,0,2,0.42,0.4242,0.26,0.2985,8,Morning,Not Rush,High,Low,3.0
4,0,2,7,1,1,0,2,0.42,0.4242,0.26,0.2836,19,Morning,Rush,High,Low,8.0
4,0,2,8,1,1,0,2,0.32,0.303,0.57,0.2985,63,Morning,Rush,High,Medium,19.0
4,0,2,9,1,1,0,2,0.32,0.303,0.57,0.2836,57,Morning,Not Rush,High,Medium,63.0
4,0,2,10,1,1,0,2,0.32,0.303,0.57,0.2537,81,Morning,Not Rush,High,Medium,57.0
4,0,2,11,1,1,0,2,0.32,0.3333,0.57,0.1045,90,Morning,Not Rush,Medium,Medium,81.0
4,0,2,12,1,1,0,2,0.32,0.3182,0.66,0.194,93,Afternoon,Not Rush,Medium,High,90.0
4,0,2,13,1,1,0,3,0.3,0.2727,0.81,0.3284,103,Afternoon,Not Rush,High,High,93.0
4,0,2,14,1,1,0,2,0.32,0.303,0.76,0.2537,116,Afternoon,Not Rush,High,High,103.0
4,0,2,15,1,1,0,2,0.3,0.2727,0.7,0.4478,87,Afternoon,Not Rush,High,High,116.0
4,0,2,16,1,1,0,3,0.28,0.2424,0.75,0.4179,56,Afternoon,Not Rush,High,High,87.0
4,0,2,17,1,1,0,2,0.28,0.2576,0.75,0.3881,80,Evening,Rush,High,High,56.0
4,0,2,18,1,1,0,2,0.24,0.2121,0.87,0.3582,66,Evening,Rush,High,High,80.0
4,0,2,19,1,1,0,2,0.24,0.2121,0.87,0.3582,49,Evening,Not Rush,High,High,66.0
4,0,2,20,1,1,0,3,0.24,0.2121,0.81,0.3881,29,Evening,Not Rush,High,High,49.0
4,0,2,21,1,1,0,3,0.22,0.197,0.75,0.4478,34,Night,Not Rush,High,High,29.0
4,0,2,22,1,1,0,3,0.2,0.1667,0.75,0.4179,11,Night,Not Rush,High,High,34.0
4,0,2,23,1,1,0,3,0.2,0.1667,0.75,0.4179,2,Night,Not Rush,High,High,11.0
4,0,2,6,0,2,1,2,0.12,0.1212,0.8,0.2836,7,Morning,Not Rush,High,High,2.0
4,0,2,7,0,2,1,2,0.12,0.1212,0.8,0.2836,40,Morning,Rush,High,High,7.0
4,0,2,8,0,2,1,2,0.12,0.1212,0.8,0.2537,114,Morning,Rush,High,High,40.0
4,0,2,9,0,2,1,2,0.14,0.1212,0.74,0.2537,106,Morning,Not Rush,High,High,114.0
4,0,2,10,0,2,1,1,0.16,0.1818,0.69,0.0,44,Morning,Not Rush,Low,High,106.0
4,0,2,11,0,2,1,1,0.16,0.2273,0.64,0.0,50,Morning,Not Rush,Low,High,44.0
4,0,2,12,0,2,1,1,0.2,0.2273,0.59,0.1045,55,Afternoon,Not Rush,Medium,Medium,50.0
4,0,2,13,0,2,1,1,0.22,0.2273,0.55,0.1642,55,Afternoon,Not Rush,Medium,Medium,55.0
4,0,2,14,0,2,1,1,0.22,0.2273,0.55,0.194,58,Afternoon,Not Rush,Medium,Medium,55.0
4,0,2,15,0,2,1,1,0.24,0.2273,0.48,0.194,69,Afternoon,Not Rush,Medium,Medium,58.0
4,0,2,16,0,2,1,1,0.22,0.2273,0.51,0.1642,86,Afternoon,Not Rush,Medium,Medium,69.0
4,0,2,17,0,2,1,1,0.22,0.2121,0.51,0.2239,196,Evening,Rush,High,Medium,86.0
4,0,2,18,0,2,1,1,0.22,0.2273,0.47,0.1343,167,Evening,Rush,Medium,Medium,196.0
4,0,2,19,0,2,1,1,0.2,0.1818,0.47,0.2836,118,Evening,Not Rush,High,Medium,167.0
4,0,2,20,0,2,1,1,0.2,0.197,0.47,0.2239,105,Evening,Not Rush,High,Medium,118.0
4,0,2,21,0,2,1,1,0.2,0.197,0.47,0.2537,82,Night,Not Rush,High,Medium,105.0
4,0,2,22,0,2,1,1,0.16,0.1515,0.43,0.2537,77,Night,Not Rush,High,Medium,82.0
4,0,2,23,0,2,1,1,0.16,0.1515,0.43,0.2537,21,Night,Not Rush,High,Medium,77.0
4,0,2,0,0,3,1,1,0.14,0.1364,0.5,0.194,6,Night,Not Rush,Medium,Medium,21.0
4,0,2,1,0,3,1,1,0.14,0.1515,0.46,0.1642,4,Night,Not Rush,Medium,Medium,6.0
4,0,2,2,0,3,1,1,0.12,0.1515,0.5,0.1343,1,Night,Not Rush,Medium,Medium,4.0
4,0,2,3,0,3,1,1,0.12,0.1364,0.5,0.1642,2,Night,Not Rush,Medium,Medium,1.0
4,0,2,5,0,3,1,1,0.12,0.1515,0.5,0.1045,8,Night,Not Rush,Medium,Medium,2.0
4,0,2,6,0,3,1,1,0.12,0.1515,0.5,0.1045,36,Morning,Not Rush,Medium,Medium,8.0
4,0,2,7,0,3,1,1,0.12,0.1515,0.54,0.1343,96,Morning,Rush,Medium,Medium,36.0
4,0,2,8,0,3,1,1,0.14,0.1515,0.54,0.1642,235,Morning,Rush,Medium,Medium,96.0
4,0,2,9,0,3,1,1,0.18,0.2121,0.51,0.0896,139,Morning,Not Rush,Low,Medium,235.0
4,0,2,10,0,3,1,1,0.2,0.2576,0.4,0.0,51,Morning,Not Rush,Low,Medium,139.0
4,0,2,11,0,3,1,1,0.24,0.2576,0.41,0.1045,69,Morning,Not Rush,Medium,Medium,51.0
4,0,2,12,0,3,1,1,0.26,0.2879,0.35,0.0896,67,Afternoon,Not Rush,Low,Medium,69.0
4,0,2,13,0,3,1,1,0.3,0.3182,0.28,0.0896,87,Afternoon,Not Rush,Low,Low,67.0
4,0,2,14,0,3,1,1,0.32,0.3333,0.29,0.1045,78,Afternoon,Not Rush,Medium,Low,87.0
4,0,2,15,0,3,1,1,0.34,0.3485,0.25,0.0896,72,Afternoon,Not Rush,Low,Low,78.0
4,0,2,16,0,3,1,1,0.34,0.3636,0.25,0.0,94,Afternoon,Not Rush,Low,Low,72.0
4,0,2,17,0,3,1,1,0.34,0.3485,0.25,0.0896,222,Evening,Rush,Low,Low,94.0
4,0,2,18,0,3,1,1,0.32,0.3333,0.26,0.0896,209,Evening,Rush,Low,Low,222.0
4,0,2,19,0,3,1,1,0.3,0.3333,0.33,0.0,141,Evening,Not Rush,Low,Medium,209.0
4,0,2,20,0,3,1,1,0.24,0.2424,0.6,0.1642,109,Evening,Not Rush,Medium,High,141.0
4,0,2,21,0,3,1,1,0.24,0.2879,0.48,0.0,91,Night,Not Rush,Low,Medium,109.0
4,0,2,22,0,3,1,1,0.24,0.2879,0.48,0.0,61,Night,Not Rush,Low,Medium,91.0
4,0,2,23,0,3,1,1,0.22,0.2576,0.55,0.0896,39,Night,Not Rush,Low,Medium,61.0
4,0,2,0,0,4,1,1,0.22,0.2576,0.55,0.0896,11,Night,Not Rush,Low,Medium,39.0
4,0,2,1,0,4,1,1,0.22,0.2576,0.6,0.0896,7,Night,Not Rush,Low,High,11.0
4,0,2,2,0,4,1,1,0.2,0.2273,0.64,0.0896,4,Night,Not Rush,Low,High,7.0
4,0,2,3,0,4,1,1,0.2,0.2121,0.64,0.1343,2,Night,Not Rush,Medium,High,4.0
4,0,2,5,0,4,1,1,0.2,0.2121,0.69,0.1343,4,Night,Not Rush,Medium,High,2.0
4,0,2,6,0,4,1,1,0.2,0.197,0.69,0.194,58,Morning,Not Rush,Medium,High,4.0
4,0,2,7,0,4,1,1,0.2,0.197,0.72,0.194,104,Morning,Rush,Medium,High,58.0
4,0,2,8,0,4,1,1,0.24,0.2273,0.7,0.2239,252,Morning,Rush,High,High,104.0
4,0,2,9,0,4,1,2,0.24,0.2121,0.75,0.2985,137,Morning,Not Rush,High,High,252.0
4,0,2,10,0,4,1,2,0.26,0.2424,0.7,0.2836,57,Morning,Not Rush,High,High,137.0
